query_id,strategy,source_label,heterogeneous,subgraph_size,reason,center,density
motif_clique_skip_2662,motif_clique,auto,-,3,,,
motif_clique_skip_2664,motif_clique,auto,-,2,,,
motif_clique_skip_2665,motif_clique,auto,-,2,,,
motif_clique_skip_2666,motif_clique,auto,-,3,,,
motif_clique_skip_2667,motif_clique,auto,-,2,,,
motif_clique_skip_2668,motif_clique,auto,-,1,,,
motif_clique_skip_2669,motif_clique,auto,-,8,,,
motif_clique_skip_2670,motif_clique,auto,-,4,,,
motif_clique_skip_2671,motif_clique,auto,-,3,,,
motif_clique_skip_2672,motif_clique,auto,-,5,,,
motif_clique_skip_2673,motif_clique,auto,-,3,,,
motif_clique_skip_2674,motif_clique,auto,-,2,,,
motif_clique_skip_2675,motif_clique,auto,-,19,,,
motif_clique_skip_2676,motif_clique,auto,-,8,,,
motif_clique_skip_2677,motif_clique,auto,-,7,,,
motif_clique_skip_2678,motif_clique,auto,-,1,,,
motif_clique_skip_2679,motif_clique,auto,-,7,,,
motif_clique_skip_2682,motif_clique,auto,-,16,,,
motif_clique_skip_2683,motif_clique,auto,-,5,,,
motif_clique_skip_2684,motif_clique,auto,-,1,,,
motif_clique_skip_2685,motif_clique,auto,-,4,,,
motif_clique_skip_2686,motif_clique,auto,-,4,,,
motif_clique_skip_2687,motif_clique,auto,-,14,,,
motif_clique_skip_2688,motif_clique,auto,-,3,,,
motif_clique_skip_2689,motif_clique,auto,-,2,,,
motif_clique_skip_2690,motif_clique,auto,-,8,,,
motif_clique_skip_2691,motif_clique,auto,-,3,,,
motif_clique_skip_2692,motif_clique,auto,-,2,,,
motif_clique_skip_2693,motif_clique,auto,-,1,,,
motif_clique_skip_2694,motif_clique,auto,-,2,,,
motif_clique_skip_2695,motif_clique,auto,-,15,,,
motif_clique_skip_2696,motif_clique,auto,-,3,,,
motif_clique_skip_2697,motif_clique,auto,-,3,,,
motif_clique_skip_2698,motif_clique,auto,-,2,,,
motif_clique_skip_2699,motif_clique,auto,-,3,,,
motif_clique_skip_2701,motif_clique,auto,-,4,,,
motif_clique_skip_2702,motif_clique,auto,-,26,,,
motif_clique_skip_2703,motif_clique,auto,-,6,,,
motif_clique_skip_2704,motif_clique,auto,-,3,,,
motif_clique_skip_2705,motif_clique,auto,-,2,,,
motif_clique_skip_2706,motif_clique,auto,-,1,,,
motif_clique_skip_2707,motif_clique,auto,-,3,,,
motif_clique_skip_2708,motif_clique,auto,-,8,,,
motif_clique_skip_2709,motif_clique,auto,-,1,,,
motif_clique_skip_2711,motif_clique,auto,-,15,,,
motif_clique_skip_2712,motif_clique,auto,-,3,,,
motif_clique_skip_2713,motif_clique,auto,-,7,,,
motif_clique_skip_2714,motif_clique,auto,-,2,,,
motif_clique_skip_2715,motif_clique,auto,-,4,,,
motif_clique_skip_2716,motif_clique,auto,-,3,,,
motif_clique_skip_2717,motif_clique,auto,-,4,,,
motif_clique_skip_2718,motif_clique,auto,-,3,,,
motif_clique_skip_2719,motif_clique,auto,-,3,,,
motif_clique_skip_2720,motif_clique,auto,-,2,,,
motif_clique_skip_2721,motif_clique,auto,-,3,,,
motif_clique_skip_2723,motif_clique,auto,-,6,,,
motif_clique_skip_2725,motif_clique,auto,-,5,,,
motif_clique_skip_2726,motif_clique,auto,-,3,,,
motif_clique_skip_2727,motif_clique,auto,-,8,,,
motif_clique_skip_2728,motif_clique,auto,-,3,,,
motif_clique_skip_2729,motif_clique,auto,-,2,,,
motif_clique_skip_2730,motif_clique,auto,-,3,,,
motif_clique_skip_2731,motif_clique,auto,-,1,,,
motif_clique_skip_2732,motif_clique,auto,-,4,,,
motif_clique_skip_2736,motif_clique,auto,-,2,,,
motif_clique_skip_2737,motif_clique,auto,-,3,,,
motif_clique_skip_2738,motif_clique,auto,-,5,,,
motif_clique_skip_2739,motif_clique,auto,-,14,,,
motif_clique_skip_2740,motif_clique,auto,-,3,,,
motif_clique_skip_2741,motif_clique,auto,-,3,,,
motif_clique_skip_2742,motif_clique,auto,-,2,,,
motif_clique_skip_2743,motif_clique,auto,-,4,,,
motif_clique_skip_2744,motif_clique,auto,-,3,,,
motif_clique_skip_2746,motif_clique,auto,-,4,,,
motif_clique_skip_2748,motif_clique,auto,-,3,,,
motif_clique_skip_2749,motif_clique,auto,-,19,,,
motif_clique_skip_2750,motif_clique,auto,-,27,,,
motif_clique_skip_2751,motif_clique,auto,-,5,,,
motif_clique_skip_2752,motif_clique,auto,-,11,,,
motif_clique_skip_2753,motif_clique,auto,-,3,,,
motif_clique_skip_2754,motif_clique,auto,-,3,,,
motif_clique_skip_2755,motif_clique,auto,-,7,,,
motif_clique_skip_2756,motif_clique,auto,-,1,,,
motif_clique_skip_2757,motif_clique,auto,-,4,,,
motif_clique_skip_2758,motif_clique,auto,-,10,,,
motif_clique_skip_2759,motif_clique,auto,-,6,,,
motif_clique_skip_2760,motif_clique,auto,-,13,,,
motif_clique_skip_2761,motif_clique,auto,-,8,,,
motif_clique_skip_2762,motif_clique,auto,-,3,,,
motif_clique_skip_2763,motif_clique,auto,-,3,,,
motif_clique_skip_2764,motif_clique,auto,-,5,,,
motif_clique_skip_2765,motif_clique,auto,-,4,,,
motif_clique_skip_2766,motif_clique,auto,-,6,,,
motif_clique_skip_2767,motif_clique,auto,-,3,,,
motif_clique_skip_2768,motif_clique,auto,-,1,,,
motif_clique_skip_2769,motif_clique,auto,-,5,,,
motif_clique_skip_2770,motif_clique,auto,-,3,,,
motif_clique_skip_2771,motif_clique,auto,-,3,,,
motif_clique_skip_2772,motif_clique,auto,-,1,,,
motif_clique_skip_2773,motif_clique,auto,-,3,,,
motif_clique_skip_2775,motif_clique,auto,-,8,,,
motif_clique_skip_2776,motif_clique,auto,-,3,,,
motif_clique_skip_2777,motif_clique,auto,-,11,,,
motif_clique_skip_2778,motif_clique,auto,-,2,,,
motif_clique_skip_2779,motif_clique,auto,-,3,,,
motif_clique_skip_2780,motif_clique,auto,-,2,,,
motif_clique_skip_2781,motif_clique,auto,-,4,,,
motif_clique_skip_2782,motif_clique,auto,-,3,,,
motif_clique_skip_2783,motif_clique,auto,-,6,,,
motif_clique_skip_2784,motif_clique,auto,-,6,,,
motif_clique_skip_2785,motif_clique,auto,-,2,,,
motif_clique_skip_2786,motif_clique,auto,-,11,,,
motif_clique_skip_2787,motif_clique,auto,-,5,,,
motif_clique_skip_2788,motif_clique,auto,-,1,,,
motif_clique_skip_2789,motif_clique,auto,-,1,,,
motif_clique_skip_2791,motif_clique,auto,-,3,,,
motif_clique_skip_2792,motif_clique,auto,-,4,,,
motif_clique_skip_2793,motif_clique,auto,-,1,,,
motif_clique_skip_2794,motif_clique,auto,-,6,,,
motif_clique_skip_2795,motif_clique,auto,-,2,,,
motif_clique_skip_2797,motif_clique,auto,-,3,,,
motif_clique_skip_2798,motif_clique,auto,-,9,,,
motif_clique_skip_2799,motif_clique,auto,-,3,,,
motif_clique_skip_2800,motif_clique,auto,-,7,,,
motif_clique_skip_2801,motif_clique,auto,-,3,,,
motif_clique_skip_2802,motif_clique,auto,-,3,,,
motif_clique_skip_2803,motif_clique,auto,-,4,,,
motif_clique_skip_2804,motif_clique,auto,-,3,,,
motif_clique_skip_2805,motif_clique,auto,-,4,,,
motif_clique_skip_2806,motif_clique,auto,-,5,,,
motif_clique_skip_2807,motif_clique,auto,-,1,,,
motif_clique_skip_2808,motif_clique,auto,-,5,,,
motif_clique_skip_2809,motif_clique,auto,-,12,,,
motif_clique_skip_2810,motif_clique,auto,-,5,,,
motif_clique_skip_2812,motif_clique,auto,-,3,,,
motif_clique_skip_2813,motif_clique,auto,-,2,,,
motif_clique_skip_2814,motif_clique,auto,-,2,,,
motif_clique_skip_2815,motif_clique,auto,-,6,,,
motif_clique_skip_2816,motif_clique,auto,-,6,,,
motif_clique_skip_2817,motif_clique,auto,-,2,,,
motif_clique_skip_2818,motif_clique,auto,-,5,,,
motif_clique_skip_2819,motif_clique,auto,-,3,,,
motif_clique_skip_2820,motif_clique,auto,-,2,,,
motif_clique_skip_2821,motif_clique,auto,-,6,,,
motif_clique_skip_2822,motif_clique,auto,-,3,,,
motif_clique_skip_2823,motif_clique,auto,-,3,,,
motif_clique_skip_2824,motif_clique,auto,-,3,,,
motif_clique_skip_2825,motif_clique,auto,-,2,,,
motif_clique_skip_2826,motif_clique,auto,-,3,,,
motif_clique_skip_2827,motif_clique,auto,-,2,,,
motif_clique_skip_2828,motif_clique,auto,-,6,,,
motif_clique_skip_2829,motif_clique,auto,-,9,,,
motif_clique_skip_2830,motif_clique,auto,-,3,,,
motif_clique_skip_2831,motif_clique,auto,-,3,,,
motif_clique_skip_2832,motif_clique,auto,-,5,,,
motif_clique_skip_2833,motif_clique,auto,-,3,,,
motif_clique_skip_2835,motif_clique,auto,-,28,,,
motif_clique_skip_2836,motif_clique,auto,-,4,,,
motif_clique_skip_2837,motif_clique,auto,-,10,,,
motif_clique_skip_2838,motif_clique,auto,-,2,,,
motif_clique_skip_2839,motif_clique,auto,-,13,,,
motif_clique_skip_2840,motif_clique,auto,-,3,,,
motif_clique_skip_2841,motif_clique,auto,-,1,,,
motif_clique_skip_2842,motif_clique,auto,-,4,,,
motif_clique_skip_2843,motif_clique,auto,-,6,,,
motif_clique_skip_2844,motif_clique,auto,-,11,,,
motif_clique_skip_2845,motif_clique,auto,-,3,,,
motif_clique_skip_2846,motif_clique,auto,-,3,,,
motif_clique_skip_2848,motif_clique,auto,-,4,,,
motif_clique_skip_2849,motif_clique,auto,-,6,,,
motif_clique_skip_2850,motif_clique,auto,-,3,,,
motif_clique_skip_2851,motif_clique,auto,-,2,,,
motif_clique_skip_2852,motif_clique,auto,-,3,,,
motif_clique_skip_2853,motif_clique,auto,-,1,,,
motif_clique_skip_2854,motif_clique,auto,-,4,,,
motif_clique_skip_2855,motif_clique,auto,-,2,,,
motif_clique_skip_2856,motif_clique,auto,-,6,,,
motif_clique_skip_2857,motif_clique,auto,-,3,,,
motif_clique_skip_2858,motif_clique,auto,-,1,,,
motif_clique_skip_2859,motif_clique,auto,-,1,,,
motif_clique_skip_2860,motif_clique,auto,-,2,,,
motif_clique_skip_2861,motif_clique,auto,-,5,,,
motif_clique_skip_2862,motif_clique,auto,-,6,,,
motif_clique_skip_2864,motif_clique,auto,-,10,,,
motif_clique_skip_2865,motif_clique,auto,-,5,,,
motif_clique_skip_2866,motif_clique,auto,-,6,,,
motif_clique_skip_2867,motif_clique,auto,-,1,,,
motif_clique_skip_2868,motif_clique,auto,-,1,,,
motif_clique_skip_2869,motif_clique,auto,-,2,,,
motif_clique_skip_2870,motif_clique,auto,-,3,,,
motif_clique_skip_2871,motif_clique,auto,-,3,,,
motif_clique_skip_2872,motif_clique,auto,-,6,,,
motif_clique_skip_2873,motif_clique,auto,-,2,,,
motif_clique_skip_2874,motif_clique,auto,-,19,,,
motif_clique_skip_2875,motif_clique,auto,-,6,,,
motif_clique_skip_2876,motif_clique,auto,-,5,,,
motif_clique_skip_2877,motif_clique,auto,-,14,,,
motif_clique_skip_2878,motif_clique,auto,-,2,,,
motif_clique_skip_2879,motif_clique,auto,-,14,,,
motif_clique_skip_2880,motif_clique,auto,-,4,,,
motif_clique_skip_2881,motif_clique,auto,-,3,,,
motif_clique_skip_2883,motif_clique,auto,-,4,,,
motif_clique_skip_2884,motif_clique,auto,-,3,,,
motif_clique_skip_2885,motif_clique,auto,-,3,,,
motif_clique_skip_2886,motif_clique,auto,-,6,,,
motif_clique_skip_2887,motif_clique,auto,-,1,,,
motif_clique_skip_2888,motif_clique,auto,-,5,,,
motif_clique_skip_2889,motif_clique,auto,-,1,,,
motif_clique_skip_2890,motif_clique,auto,-,4,,,
motif_clique_skip_2891,motif_clique,auto,-,3,,,
motif_clique_skip_2892,motif_clique,auto,-,9,,,
motif_clique_skip_2893,motif_clique,auto,-,6,,,
motif_clique_skip_2894,motif_clique,auto,-,3,,,
motif_clique_skip_2896,motif_clique,auto,-,4,,,
motif_clique_skip_2897,motif_clique,auto,-,3,,,
motif_clique_skip_2898,motif_clique,auto,-,3,,,
motif_clique_skip_2899,motif_clique,auto,-,2,,,
motif_clique_skip_2901,motif_clique,auto,-,2,,,
motif_clique_skip_2903,motif_clique,auto,-,5,,,
motif_clique_skip_2904,motif_clique,auto,-,1,,,
motif_clique_skip_2905,motif_clique,auto,-,6,,,
motif_clique_skip_2906,motif_clique,auto,-,4,,,
motif_clique_skip_2908,motif_clique,auto,-,2,,,
motif_clique_skip_2909,motif_clique,auto,-,1,,,
motif_clique_skip_2910,motif_clique,auto,-,3,,,
motif_clique_skip_2911,motif_clique,auto,-,2,,,
motif_clique_skip_2912,motif_clique,auto,-,3,,,
motif_clique_skip_2914,motif_clique,auto,-,3,,,
motif_clique_skip_2915,motif_clique,auto,-,1,,,
motif_clique_skip_2916,motif_clique,auto,-,3,,,
motif_clique_skip_2917,motif_clique,auto,-,12,,,
motif_clique_skip_2918,motif_clique,auto,-,3,,,
motif_clique_skip_2919,motif_clique,auto,-,3,,,
motif_clique_skip_2920,motif_clique,auto,-,2,,,
motif_clique_skip_2921,motif_clique,auto,-,1,,,
motif_clique_skip_2922,motif_clique,auto,-,2,,,
motif_clique_skip_2923,motif_clique,auto,-,3,,,
motif_clique_skip_2924,motif_clique,auto,-,1,,,
motif_clique_skip_2925,motif_clique,auto,-,2,,,
motif_clique_skip_2926,motif_clique,auto,-,2,,,
motif_clique_skip_2928,motif_clique,auto,-,2,,,
motif_clique_skip_2929,motif_clique,auto,-,3,,,
motif_clique_skip_2930,motif_clique,auto,-,3,,,
motif_clique_skip_2931,motif_clique,auto,-,5,,,
motif_clique_skip_2932,motif_clique,auto,-,8,,,
motif_clique_skip_2933,motif_clique,auto,-,4,,,
motif_clique_skip_2934,motif_clique,auto,-,5,,,
motif_clique_skip_2936,motif_clique,auto,-,9,,,
motif_clique_skip_2937,motif_clique,auto,-,3,,,
motif_clique_skip_2938,motif_clique,auto,-,5,,,
motif_clique_skip_2939,motif_clique,auto,-,6,,,
motif_clique_skip_2940,motif_clique,auto,-,4,,,
motif_clique_skip_2941,motif_clique,auto,-,3,,,
motif_clique_skip_2942,motif_clique,auto,-,3,,,
motif_clique_skip_2943,motif_clique,auto,-,7,,,
motif_clique_skip_2944,motif_clique,auto,-,2,,,
motif_clique_skip_2945,motif_clique,auto,-,5,,,
motif_clique_skip_2946,motif_clique,auto,-,6,,,
motif_clique_skip_2947,motif_clique,auto,-,2,,,
motif_clique_skip_2948,motif_clique,auto,-,6,,,
motif_clique_skip_2949,motif_clique,auto,-,11,,,
motif_clique_skip_2950,motif_clique,auto,-,6,,,
motif_clique_skip_2951,motif_clique,auto,-,5,,,
motif_clique_skip_2952,motif_clique,auto,-,4,,,
motif_clique_skip_2953,motif_clique,auto,-,3,,,
motif_clique_skip_2954,motif_clique,auto,-,2,,,
motif_clique_skip_2955,motif_clique,auto,-,8,,,
motif_clique_skip_2956,motif_clique,auto,-,3,,,
motif_clique_skip_2957,motif_clique,auto,-,3,,,
motif_clique_skip_2958,motif_clique,auto,-,2,,,
motif_clique_skip_2959,motif_clique,auto,-,13,,,
motif_clique_skip_2960,motif_clique,auto,-,3,,,
motif_clique_skip_2961,motif_clique,auto,-,3,,,
motif_clique_skip_2962,motif_clique,auto,-,12,,,
motif_clique_skip_2963,motif_clique,auto,-,5,,,
motif_clique_skip_2964,motif_clique,auto,-,2,,,
motif_clique_skip_2965,motif_clique,auto,-,4,,,
motif_clique_skip_2966,motif_clique,auto,-,5,,,
motif_clique_skip_2968,motif_clique,auto,-,2,,,
motif_clique_skip_2969,motif_clique,auto,-,3,,,
motif_clique_skip_2970,motif_clique,auto,-,4,,,
motif_clique_skip_2972,motif_clique,auto,-,3,,,
motif_clique_skip_2973,motif_clique,auto,-,1,,,
motif_clique_skip_2974,motif_clique,auto,-,3,,,
motif_clique_skip_2975,motif_clique,auto,-,15,,,
motif_clique_skip_2976,motif_clique,auto,-,1,,,
motif_clique_skip_2977,motif_clique,auto,-,2,,,
motif_clique_skip_2978,motif_clique,auto,-,10,,,
motif_clique_skip_2979,motif_clique,auto,-,3,,,
motif_clique_skip_2980,motif_clique,auto,-,3,,,
motif_clique_skip_2981,motif_clique,auto,-,3,,,
motif_clique_skip_2982,motif_clique,auto,-,4,,,
motif_clique_skip_2983,motif_clique,auto,-,3,,,
motif_clique_skip_2984,motif_clique,auto,-,5,,,
motif_clique_skip_2985,motif_clique,auto,-,2,,,
motif_clique_skip_2986,motif_clique,auto,-,3,,,
motif_clique_skip_2987,motif_clique,auto,-,2,,,
motif_clique_skip_2988,motif_clique,auto,-,2,,,
motif_clique_skip_2989,motif_clique,auto,-,1,,,
motif_clique_skip_2990,motif_clique,auto,-,3,,,
motif_clique_skip_2991,motif_clique,auto,-,3,,,
motif_clique_skip_2992,motif_clique,auto,-,4,,,
motif_clique_skip_2993,motif_clique,auto,-,4,,,
motif_clique_skip_2994,motif_clique,auto,-,1,,,
motif_clique_skip_2995,motif_clique,auto,-,2,,,
motif_clique_skip_2996,motif_clique,auto,-,3,,,
motif_clique_skip_2997,motif_clique,auto,-,3,,,
motif_clique_skip_2998,motif_clique,auto,-,14,,,
motif_clique_skip_2999,motif_clique,auto,-,1,,,
motif_clique_skip_3001,motif_clique,auto,-,6,,,
motif_clique_skip_3002,motif_clique,auto,-,2,,,
motif_clique_skip_3003,motif_clique,auto,-,3,,,
motif_clique_skip_3004,motif_clique,auto,-,3,,,
motif_clique_skip_3005,motif_clique,auto,-,2,,,
motif_clique_skip_3006,motif_clique,auto,-,3,,,
motif_clique_skip_3007,motif_clique,auto,-,4,,,
motif_clique_skip_3008,motif_clique,auto,-,3,,,
motif_clique_skip_3009,motif_clique,auto,-,2,,,
motif_clique_skip_3010,motif_clique,auto,-,1,,,
motif_clique_skip_3011,motif_clique,auto,-,9,,,
motif_clique_skip_3013,motif_clique,auto,-,2,,,
motif_clique_skip_3014,motif_clique,auto,-,5,,,
motif_clique_skip_3015,motif_clique,auto,-,1,,,
motif_clique_skip_3016,motif_clique,auto,-,3,,,
motif_clique_skip_3017,motif_clique,auto,-,2,,,
motif_clique_skip_3018,motif_clique,auto,-,17,,,
motif_clique_skip_3019,motif_clique,auto,-,3,,,
motif_clique_skip_3020,motif_clique,auto,-,6,,,
motif_clique_skip_3021,motif_clique,auto,-,13,,,
motif_clique_skip_3022,motif_clique,auto,-,21,,,
motif_clique_skip_3024,motif_clique,auto,-,3,,,
motif_clique_skip_3025,motif_clique,auto,-,4,,,
motif_clique_skip_3026,motif_clique,auto,-,5,,,
motif_clique_skip_3027,motif_clique,auto,-,1,,,
motif_clique_skip_3028,motif_clique,auto,-,1,,,
motif_clique_skip_3029,motif_clique,auto,-,12,,,
motif_clique_skip_3030,motif_clique,auto,-,2,,,
motif_clique_skip_3032,motif_clique,auto,-,10,,,
motif_clique_skip_3033,motif_clique,auto,-,3,,,
motif_clique_skip_3035,motif_clique,auto,-,5,,,
motif_clique_skip_3036,motif_clique,auto,-,4,,,
motif_clique_skip_3037,motif_clique,auto,-,1,,,
motif_clique_skip_3040,motif_clique,auto,-,2,,,
motif_clique_skip_3041,motif_clique,auto,-,3,,,
motif_clique_skip_3042,motif_clique,auto,-,4,,,
motif_clique_skip_3043,motif_clique,auto,-,4,,,
motif_clique_skip_3044,motif_clique,auto,-,2,,,
motif_clique_skip_3045,motif_clique,auto,-,2,,,
motif_clique_skip_3046,motif_clique,auto,-,14,,,
motif_clique_skip_3047,motif_clique,auto,-,3,,,
motif_clique_skip_3048,motif_clique,auto,-,1,,,
motif_clique_skip_3049,motif_clique,auto,-,3,,,
motif_clique_skip_3050,motif_clique,auto,-,3,,,
motif_clique_skip_3051,motif_clique,auto,-,3,,,
motif_clique_skip_3052,motif_clique,auto,-,4,,,
motif_clique_skip_3053,motif_clique,auto,-,1,,,
motif_clique_skip_3054,motif_clique,auto,-,2,,,
motif_clique_skip_3055,motif_clique,auto,-,3,,,
motif_clique_skip_3056,motif_clique,auto,-,3,,,
motif_clique_skip_3057,motif_clique,auto,-,30,,,
motif_clique_skip_3058,motif_clique,auto,-,2,,,
motif_clique_skip_3059,motif_clique,auto,-,4,,,
motif_clique_skip_3060,motif_clique,auto,-,4,,,
motif_clique_skip_3061,motif_clique,auto,-,15,,,
motif_clique_skip_3063,motif_clique,auto,-,9,,,
motif_clique_skip_3064,motif_clique,auto,-,2,,,
motif_clique_skip_3065,motif_clique,auto,-,35,,,
motif_clique_skip_3066,motif_clique,auto,-,3,,,
motif_clique_skip_3067,motif_clique,auto,-,3,,,
motif_clique_skip_3068,motif_clique,auto,-,1,,,
motif_clique_skip_3069,motif_clique,auto,-,3,,,
motif_clique_skip_3070,motif_clique,auto,-,3,,,
motif_clique_skip_3071,motif_clique,auto,-,10,,,
motif_clique_skip_3072,motif_clique,auto,-,8,,,
motif_clique_skip_3073,motif_clique,auto,-,3,,,
motif_clique_skip_3074,motif_clique,auto,-,3,,,
motif_clique_skip_3075,motif_clique,auto,-,2,,,
motif_clique_skip_3076,motif_clique,auto,-,12,,,
motif_clique_skip_3077,motif_clique,auto,-,2,,,
motif_clique_skip_3078,motif_clique,auto,-,3,,,
motif_clique_skip_3079,motif_clique,auto,-,4,,,
motif_clique_skip_3080,motif_clique,auto,-,4,,,
motif_clique_skip_3081,motif_clique,auto,-,3,,,
motif_clique_skip_3082,motif_clique,auto,-,21,,,
motif_clique_skip_3083,motif_clique,auto,-,22,,,
motif_clique_skip_3084,motif_clique,auto,-,5,,,
motif_clique_skip_3085,motif_clique,auto,-,3,,,
motif_clique_skip_3087,motif_clique,auto,-,5,,,
motif_clique_skip_3088,motif_clique,auto,-,1,,,
motif_clique_skip_3089,motif_clique,auto,-,7,,,
motif_clique_skip_3090,motif_clique,auto,-,3,,,
motif_clique_skip_3091,motif_clique,auto,-,4,,,
motif_clique_skip_3092,motif_clique,auto,-,3,,,
motif_clique_skip_3095,motif_clique,auto,-,3,,,
motif_clique_skip_3096,motif_clique,auto,-,3,,,
motif_clique_skip_3097,motif_clique,auto,-,10,,,
motif_clique_skip_3098,motif_clique,auto,-,4,,,
motif_clique_skip_3099,motif_clique,auto,-,3,,,
motif_clique_skip_3100,motif_clique,auto,-,3,,,
motif_clique_skip_3101,motif_clique,auto,-,2,,,
motif_clique_skip_3102,motif_clique,auto,-,3,,,
motif_clique_skip_3103,motif_clique,auto,-,15,,,
motif_clique_skip_3104,motif_clique,auto,-,3,,,
motif_clique_skip_3105,motif_clique,auto,-,2,,,
motif_clique_skip_3107,motif_clique,auto,-,1,,,
motif_clique_skip_3108,motif_clique,auto,-,5,,,
motif_clique_skip_3109,motif_clique,auto,-,4,,,
motif_clique_skip_3110,motif_clique,auto,-,3,,,
motif_clique_skip_3111,motif_clique,auto,-,13,,,
motif_clique_skip_3112,motif_clique,auto,-,2,,,
motif_clique_skip_3113,motif_clique,auto,-,6,,,
motif_clique_skip_3114,motif_clique,auto,-,3,,,
motif_clique_skip_3115,motif_clique,auto,-,4,,,
motif_clique_skip_3116,motif_clique,auto,-,8,,,
motif_clique_skip_3117,motif_clique,auto,-,3,,,
motif_clique_skip_3118,motif_clique,auto,-,11,,,
motif_clique_skip_3119,motif_clique,auto,-,6,,,
motif_clique_skip_3120,motif_clique,auto,-,3,,,
